Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,componentnumber,strongcompnum,clustering
1449,,,1,1,2,1,1,2,0,1115,0
1450,,,1,0,1,1,0,1,0,1099,0
1451,,,8,7,15,8,7,15,0,1115,0.178571
1452,,,1,1,2,1,1,2,0,1115,0
1453,,,11,7,18,11,7,18,0,1115,0.189394
1454,,,1,1,2,1,1,2,0,1115,0
1455,,,1,1,2,1,1,2,0,1115,0
1456,,,3,4,7,3,4,7,0,1115,0.333333
1457,,,2,2,4,2,2,4,0,1115,0.5
1458,,,4,4,8,4,4,8,0,1115,0
1459,,,1,0,1,1,0,1,0,1098,0
1460,,,1,0,1,1,0,1,0,1097,0
1461,,,2,2,4,2,2,4,0,1115,0
1462,,,3,3,6,3,3,6,0,1115,1
1464,,,7,4,11,7,4,11,0,1115,0.071429
1465,,,5,5,10,5,5,10,0,1115,0.2
1466,,,1,1,2,1,1,2,0,1115,0
1467,,,1,1,2,1,1,2,0,1115,0
1468,,,2,2,4,2,2,4,0,1115,1
1470,,,1,1,2,1,1,2,0,1115,0
1471,,,7,7,14,7,7,14,0,1115,0.071429
1472,,,1,1,2,1,1,2,0,1115,0
1473,,,18,22,40,18,22,40,0,1115,0.118577
1474,,,1,1,2,1,1,2,0,1115,0
1475,,,3,0,3,3,0,3,0,66,0
1476,,,2,1,3,2,1,3,0,1115,1
1477,,,9,8,17,9,8,17,0,1115,0.152778
1463,,,4,4,8,4,4,8,0,1115,0.416667
1478,,,16,23,39,16,23,39,0,1115,0.191667
1479,,,2,2,4,2,2,4,0,1115,1
1480,,,3,3,6,3,3,6,0,1115,0.333333
1481,,,1,1,2,1,1,2,0,1115,0
1482,,,5,5,10,5,5,10,0,1115,0.5
1483,,,1,1,2,1,1,2,0,1115,0
1484,,,1,1,2,1,1,2,0,1115,0
1486,,,5,5,10,5,5,10,0,1115,0.4
1488,,,1,1,2,1,1,2,0,1115,0
1489,,,1,0,1,1,0,1,0,178,0
1490,,,11,12,23,11,12,23,0,1115,0.205128
1491,,,1,1,2,1,1,2,0,1115,0
1493,,,1,1,2,1,1,2,0,1115,0
1494,,,1,1,2,1,1,2,0,1115,0
1437,,,9,10,19,9,10,19,0,1115,0.2
1492,,,3,3,6,3,3,6,0,1115,1
1495,,,1,1,2,1,1,2,0,1115,0
1496,,,1,2,3,1,2,3,0,1115,0.5
1497,,,1,0,1,1,0,1,0,1096,0
1498,,,1,0,1,1,0,1,0,1095,0
1500,,,2,2,4,2,2,4,0,1115,0
1487,,,28,32,60,28,32,60,0,1115,0.239496
1501,,,1,0,1,1,0,1,0,148,0
1502,,,30,32,62,30,32,62,0,1115,0.21875
1503,,,1,0,1,1,0,1,0,518,0
1505,,,1,0,1,1,0,1,0,1094,0
1499,,,31,36,67,31,36,67,0,1115,0.125375
1506,,,2,2,4,2,2,4,0,1115,0
1507,,,3,3,6,3,3,6,0,1115,0.666667
1508,,,28,26,54,28,26,54,0,1115,0.123992
1509,,,1,0,1,1,0,1,0,816,0
1510,,,5,2,7,5,2,7,0,1115,0.4
1504,,,3,2,5,3,2,5,0,1115,0
1511,,,2,0,2,2,0,2,0,525,0
1513,,,3,2,5,3,2,5,0,1115,0.333333
1514,,,1,1,2,1,1,2,0,1115,0
1512,,,27,30,57,27,30,57,0,1115,0.212462
1469,,,4,4,8,4,4,8,0,1115,0.583333
1517,,,7,8,15,7,8,15,0,1115,0.25
1518,,,3,0,3,3,0,3,0,226,0.333333
1519,,,2,2,4,2,2,4,0,1115,0
1520,,,4,6,10,4,6,10,0,1115,0.3
1521,,,5,5,10,5,5,10,0,1115,0.2
1522,,,2,2,4,2,2,4,0,1115,1
1523,,,1,0,1,1,0,1,0,1093,0
1524,,,2,2,4,2,2,4,0,1115,1
1525,,,7,8,15,7,8,15,0,1115,0.517857
1526,,,6,7,13,6,7,13,0,1115,0.095238
1516,,,1,1,2,1,1,2,0,1115,0
1527,,,6,6,12,6,6,12,0,1115,0.3
1528,,,27,27,54,27,27,54,0,1115,0.132773
1529,,,37,38,75,37,38,75,0,1115,0.162805
1530,,,1,1,2,1,1,2,0,1115,0
1531,,,1,2,3,1,2,3,0,1115,1
1532,,,1,0,1,1,0,1,0,264,0
1533,,,2,2,4,2,2,4,0,1115,1
1534,,,1,0,1,1,0,1,0,1092,0
1535,,,5,2,7,5,2,7,0,1115,0.8
1536,,,1,1,2,1,1,2,0,1115,0
1537,,,1,1,2,1,1,2,0,1115,0
1538,,,1,1,2,1,1,2,0,1115,0
1539,,,16,16,32,16,16,32,0,1115,0.281046
1540,,,1,0,1,1,0,1,0,1091,0
1541,,,6,9,15,6,9,15,0,1115,0.333333
1542,,,2,2,4,2,2,4,0,1115,0
1543,,,51,45,96,51,45,96,0,1115,0.122505
1544,,,5,5,10,5,5,10,0,1115,0.2
1545,,,1,0,1,1,0,1,0,228,0
1546,,,4,5,9,4,5,9,0,1115,0.4
1547,,,1,1,2,1,1,2,0,1115,0
1548,,,18,18,36,18,18,36,0,1115,0.137255
1549,,,1,1,2,1,1,2,0,1115,0
1550,,,4,4,8,4,4,8,0,1115,0.333333
1551,,,1,1,2,1,1,2,0,1115,0
1552,,,1,1,2,1,1,2,0,1115,0
1553,,,1,1,2,1,1,2,0,1115,0
1554,,,4,0,4,4,0,4,0,396,0.416667
1555,,,65,67,132,65,67,132,0,1115,0.092406
1556,,,14,14,28,14,14,28,0,1115,0.058333
1557,,,16,16,32,16,16,32,0,1115,0.1875
1558,,,1,0,1,1,0,1,0,1090,0
1559,,,1,1,2,1,1,2,0,1115,0
1560,,,1,1,2,1,1,2,0,1115,0
1561,,,1,0,1,1,0,1,0,1089,0
1562,,,30,30,60,30,30,60,0,1115,0.111895
1564,,,1,1,2,1,1,2,0,1115,0
1568,,,14,19,33,14,19,33,0,1115,0.108187
1569,,,1,1,2,1,1,2,0,1115,0
1570,,,1,2,3,1,2,3,0,1115,0
1571,,,1,1,2,1,1,2,0,1115,0
1567,,,0,1,1,0,1,1,0,1118,0
1572,,,1,1,2,1,1,2,0,182,0
1573,,,2,1,3,2,1,3,0,1115,1
1575,,,2,2,4,2,2,4,0,1115,1
1566,,,98,94,192,98,94,192,0,1115,0.061447
1577,,,1,0,1,1,0,1,0,197,0
1578,,,1,0,1,1,0,1,0,850,0
1579,,,3,2,5,3,2,5,0,1115,0
1580,,,1,1,2,1,1,2,0,1115,0
1574,,,3,3,6,3,3,6,0,1115,1
1581,,,1,1,2,1,1,2,0,1115,0
1582,,,2,1,3,2,1,3,0,1115,0
1583,,,3,3,6,3,3,6,0,1115,0.666667
1584,,,21,28,49,21,28,49,0,1115,0.149015
1576,,,13,10,23,13,10,23,0,1115,0.179487
1585,,,74,83,157,74,83,157,0,1115,0.101221
1586,,,2,2,4,2,2,4,0,1115,0
1587,,,2,0,2,2,0,2,0,485,0
1588,,,1,1,2,1,1,2,0,1115,0
1589,,,1,0,1,1,0,1,0,398,0
1590,,,1,1,2,1,1,2,0,1115,0
1593,,,5,5,10,5,5,10,0,1115,0.5
1594,,,1,0,1,1,0,1,0,1088,0
1596,,,7,7,14,7,7,14,0,1115,0.309524
1597,,,2,1,3,2,1,3,0,1115,0
1598,,,2,1,3,2,1,3,0,1115,0
1599,,,1,0,1,1,0,1,0,423,0
1600,,,2,0,2,2,0,2,0,181,0
1601,,,1,1,2,1,1,2,0,1115,0
1595,,,4,4,8,4,4,8,0,1115,0.5
1602,,,1,1,2,1,1,2,0,1115,0
1603,,,1,1,2,1,1,2,0,1115,0
1604,,,1,1,2,1,1,2,0,1115,0
1606,,,1,1,2,1,1,2,0,1115,0
1605,,,4,5,9,4,5,9,0,1115,0.5
1608,,,2,2,4,2,2,4,0,1115,0
1609,,,3,2,5,3,2,5,0,1115,0.666667
1610,,,1,2,3,1,2,3,0,1115,1
1611,,,7,8,15,7,8,15,0,1115,0.089286
1613,,,1,1,2,1,1,2,0,1115,0
1607,,,2,2,4,2,2,4,0,1115,0
1614,,,1,1,2,1,1,2,0,1115,0
1615,,,63,86,149,63,86,149,0,1115,0.0529
1616,,,4,4,8,4,4,8,0,1115,0.166667
1617,,,1,1,2,1,1,2,0,1115,0
1515,,,2,2,4,2,2,4,0,1115,0
1591,,,10,15,25,10,15,25,0,1115,0.166667
1618,,,4,6,10,4,6,10,0,1115,0.3
1619,,,2,2,4,2,2,4,0,1115,0
1620,,,37,37,74,37,37,74,0,1115,0.102564
1621,,,2,2,4,2,2,4,0,1115,1
1622,,,1,1,2,1,1,2,0,1115,0
1623,,,2,2,4,2,2,4,0,1115,0.5
1624,,,12,3,15,12,3,15,0,1115,0.022727
1592,,,1,1,2,1,1,2,0,1115,0
1625,,,2,1,3,2,1,3,0,1115,0
1626,,,2,3,5,2,3,5,0,1115,0.333333
1627,,,1,1,2,1,1,2,0,1115,0
1628,,,7,6,13,7,6,13,0,1115,0.285714
1629,,,45,55,100,45,55,100,0,1115,0.100649
1631,,,1,1,2,1,1,2,0,1115,0
1632,,,1,1,2,1,1,2,0,1115,0
1633,,,2,1,3,2,1,3,0,1115,0
1634,,,3,3,6,3,3,6,0,1115,0.333333
1635,,,2,2,4,2,2,4,0,1115,0
1636,,,12,8,20,12,8,20,0,1115,0.102564
1637,,,2,2,4,2,2,4,0,1115,0
1639,,,16,26,42,16,26,42,0,1115,0.180912
1640,,,1,1,2,1,1,2,0,1115,0
1641,,,1,1,2,1,1,2,0,1115,0
1642,,,2,1,3,2,1,3,0,1115,0
1643,,,1,0,1,1,0,1,0,257,0
1565,,,103,125,228,103,125,228,0,1115,0.099564
1644,,,2,3,5,2,3,5,0,1115,0.333333
1645,,,3,3,6,3,3,6,0,1115,0
1646,,,1,0,1,1,0,1,0,484,0
1647,,,7,3,10,7,3,10,0,1115,0.339286
1648,,,5,6,11,5,6,11,0,1115,0.095238
1651,,,2,3,5,2,3,5,0,1115,0.666667
1653,,,8,10,18,8,10,18,0,1115,0.288889
1654,,,4,4,8,4,4,8,0,1115,0.833333
1655,,,4,5,9,4,5,9,0,1115,0.6
1659,,,1,0,1,1,0,1,0,483,0
1660,,,2,0,2,2,0,2,0,378,0
1661,,,1,1,2,1,1,2,0,1115,0
1612,,,41,43,84,41,43,84,0,1115,0.162791
1662,,,6,2,8,6,2,8,0,1115,0.166667
1663,,,1,0,1,1,0,1,0,162,0
1630,,,1,1,2,1,1,2,0,1115,0
1664,,,6,4,10,6,4,10,0,1115,0.5
1665,,,3,3,6,3,3,6,0,1115,0
1666,,,3,3,6,3,3,6,0,1115,0.333333
1668,,,2,2,4,2,2,4,0,1115,0
1669,,,6,2,8,6,2,8,0,221,0.190476
1670,,,30,31,61,30,31,61,0,1115,0.081513
1671,,,1,1,2,1,1,2,0,1115,0
1672,,,3,4,7,3,4,7,0,1115,0.5
1657,,,9,6,15,9,6,15,0,1115,0.25
1649,,,1,0,1,1,0,1,0,1087,0
1673,,,2,2,4,2,2,4,0,1115,0
1667,,,2,2,4,2,2,4,0,1115,0.5
1674,,,9,9,18,9,9,18,0,1115,0.211111
1675,,,54,53,107,54,53,107,0,1115,0.104714
1676,,,4,4,8,4,4,8,0,1115,0.333333
1677,,,23,25,48,23,25,48,0,1115,0.182336
1678,,,1,1,2,1,1,2,0,1115,0
1679,,,1,1,2,1,1,2,0,1115,0
1658,,,1,1,2,1,1,2,0,1115,0
1681,,,1,1,2,1,1,2,0,1115,0
1682,,,1,1,2,1,1,2,0,1115,0
1683,,,1,1,2,1,1,2,0,1115,0
1684,,,1,1,2,1,1,2,0,1115,0
1685,,,3,5,8,3,5,8,0,1115,0.1
1686,,,10,10,20,10,10,20,0,1115,0.118182
1687,,,2,1,3,2,1,3,0,1115,0
1688,,,2,2,4,2,2,4,0,1115,0
1689,,,16,20,36,16,20,36,0,1115,0.130952
1690,,,28,23,51,28,23,51,0,1115,0.105114
1691,,,1,1,2,1,1,2,0,1115,0
1692,,,2,3,5,2,3,5,0,1115,0.416667
1650,,,3,3,6,3,3,6,0,1115,0.333333
1693,,,53,58,111,53,58,111,0,1115,0.162568
1694,,,1,0,1,1,0,1,0,1086,0
1696,,,1,1,2,1,1,2,0,1115,0
1697,,,3,3,6,3,3,6,0,1115,0
1698,,,1,1,2,1,1,2,0,1115,0
1699,,,1,1,2,1,1,2,0,1115,0
1700,,,4,4,8,4,4,8,0,1115,0.333333
1701,,,14,11,25,14,11,25,0,1115,0.1
1702,,,4,4,8,4,4,8,0,1115,0.5
1703,,,2,1,3,2,1,3,0,221,0.5
1704,,,3,1,4,3,1,4,0,1115,0.333333
1706,,,1,0,1,1,0,1,0,627,0
1707,,,1,1,2,1,1,2,0,1115,0
1708,,,1,1,2,1,1,2,0,1115,0
1709,,,1,0,1,1,0,1,0,1085,0
1710,,,1,1,2,1,1,2,0,1115,0
1705,,,1,0,1,1,0,1,0,428,0
1712,,,3,3,6,3,3,6,0,1115,0
1713,,,9,10,19,9,10,19,0,1115,0.263636
1714,,,37,38,75,37,38,75,0,1115,0.199187
1715,,,3,5,8,3,5,8,0,1115,0
1716,,,1,0,1,1,0,1,0,161,0
1718,,,1,1,2,1,1,2,0,1115,0
1721,,,2,1,3,2,1,3,0,1115,0
1717,,,1,1,2,1,1,2,0,1115,0
1723,,,1,1,2,1,1,2,0,1115,0
1724,,,2,1,3,2,1,3,0,1115,0
1725,,,8,8,16,8,8,16,0,1115,0.155556
1726,,,3,1,4,3,1,4,0,1115,0.5
1727,,,4,5,9,4,5,9,0,1115,0.35
1728,,,1,1,2,1,1,2,0,1115,0
1729,,,1,1,2,1,1,2,0,1115,0
1732,,,1,1,2,1,1,2,0,1115,0
1733,,,10,5,15,10,5,15,0,1115,0.098485
1734,,,1,0,1,1,0,1,0,1084,0
1735,,,38,34,72,38,34,72,0,1115,0.111111
1736,,,10,10,20,10,10,20,0,1115,0.072727
1737,,,1,0,1,1,0,1,0,220,0
1738,,,2,2,4,2,2,4,0,1115,0
1739,,,1,0,1,1,0,1,0,154,0
1740,,,2,2,4,2,2,4,0,1115,0
1731,,,84,90,174,84,90,174,0,1115,0.113254
1741,,,2,2,4,2,2,4,0,1115,1
1742,,,0,1,1,0,1,1,0,1119,0
1720,,,3,3,6,3,3,6,0,1115,1
1743,,,11,9,20,11,9,20,0,1115,0.089744
1711,,,1,1,2,1,1,2,0,1115,0
1747,,,3,1,4,3,1,4,0,1115,0.5
1748,,,1,1,2,1,1,2,0,1115,0
1746,,,18,22,40,18,22,40,0,1115,0.144269
1749,,,1,0,1,1,0,1,0,793,0
1750,,,2,3,5,2,3,5,0,1115,0.416667
1751,,,7,7,14,7,7,14,0,1115,0.047619
1752,,,19,24,43,19,24,43,0,1115,0.065217
1754,,,16,16,32,16,16,32,0,1115,0.235294
1744,,,69,69,138,69,69,138,0,1115,0.043317
1756,,,6,3,9,6,3,9,0,1115,0.285714
1757,,,11,13,24,11,13,24,0,1115,0.275641
1758,,,1,2,3,1,2,3,0,1115,1
1759,,,1,1,2,1,1,2,0,1115,0
1695,,,1,0,1,1,0,1,0,418,0
1760,,,1,1,2,1,1,2,0,1115,0
1745,,,1,1,2,1,1,2,0,1115,0
1761,,,1,1,2,1,1,2,0,1115,0
1762,,,3,3,6,3,3,6,0,1115,0.25
1763,,,2,2,4,2,2,4,0,1115,0
1755,,,4,4,8,4,4,8,0,1115,0.166667
1765,,,15,16,31,15,16,31,0,1115,0.1875
1766,,,1,1,2,1,1,2,0,1115,0
1767,,,2,2,4,2,2,4,0,1115,0.5
1768,,,1,1,2,1,1,2,0,1115,0
1770,,,1,1,2,1,1,2,0,1115,0
1771,,,82,74,156,82,74,156,0,1115,0.05098
1769,,,10,7,17,10,7,17,0,1115,0.2
1772,,,3,0,3,3,0,3,0,382,0.333333
1773,,,7,6,13,7,6,13,0,1115,0.152778
1775,,,3,1,4,3,1,4,0,1115,0
1776,,,2,2,4,2,2,4,0,1115,1
1777,,,1,1,2,1,1,2,0,1115,0
1778,,,7,7,14,7,7,14,0,1115,0.111111
1730,,,1,1,2,1,1,2,0,1115,0
1722,,,2,2,4,2,2,4,0,1115,1
1780,,,2,2,4,2,2,4,0,1115,0
1764,,,37,38,75,37,38,75,0,1115,0.090909
1779,,,8,8,16,8,8,16,0,1115,0.035714
1782,,,2,2,4,2,2,4,0,1115,0
1784,,,1,3,4,1,3,4,0,1115,0
1785,,,3,3,6,3,3,6,0,1115,0.666667
1786,,,2,2,4,2,2,4,0,1115,0
1787,,,1,1,2,1,1,2,0,1115,0
1789,,,2,2,4,2,2,4,0,1115,1
1788,,,18,19,37,18,19,37,0,1115,0.184211
1790,,,3,3,6,3,3,6,0,1115,0.333333
1792,,,11,4,15,11,4,15,0,1115,0.190909
1791,,,1,0,1,1,0,1,0,376,0
1794,,,4,2,6,4,2,6,0,1115,0
1796,,,1,1,2,1,1,2,0,1115,0
1797,,,2,3,5,2,3,5,0,1115,0
1798,,,2,2,4,2,2,4,0,1115,0
1799,,,4,4,8,4,4,8,0,1115,0.166667
1800,,,6,6,12,6,6,12,0,1115,0.133333
1801,,,1,1,2,1,1,2,0,1115,0
1802,,,62,59,121,62,59,121,0,1115,0.092919
1803,,,7,7,14,7,7,14,0,1115,0.333333
1795,,,1,1,2,1,1,2,0,1115,0
1804,,,3,3,6,3,3,6,0,1115,0.333333
1680,,,2,0,2,2,0,2,0,391,1
1805,,,1,1,2,1,1,2,0,1115,0
1806,,,8,8,16,8,8,16,0,1115,0.25
1807,,,1,1,2,1,1,2,0,1115,0
1808,,,3,2,5,3,2,5,0,1115,0.333333
1809,,,5,8,13,5,8,13,0,1115,0
1753,,,13,8,21,13,8,21,0,1115,0.262821
1811,,,10,11,21,10,11,21,0,1115,0.333333
1812,,,1,1,2,1,1,2,0,1115,0
1813,,,1,1,2,1,1,2,0,1115,0
1814,,,1,3,4,1,3,4,0,1115,0.666667
1816,,,1,1,2,1,1,2,0,1115,0
1817,,,4,4,8,4,4,8,0,1115,0.25
1818,,,1,1,2,1,1,2,0,1115,0
1819,,,20,21,41,20,21,41,0,1115,0.335714
1821,,,1,1,2,1,1,2,0,1115,0
1822,,,1,1,2,1,1,2,0,1115,0
1820,,,5,4,9,5,4,9,0,1115,0.35
1774,,,3,4,7,3,4,7,0,1115,0
1823,,,2,2,4,2,2,4,0,1115,1
1824,,,1,1,2,1,1,2,0,1115,0
1825,,,1,1,2,1,1,2,0,1115,0
1826,,,2,2,4,2,2,4,0,1115,0
1827,,,2,0,2,2,0,2,0,223,0
1828,,,1,1,2,1,1,2,0,1115,0
1829,,,10,9,19,10,9,19,0,1115,0.257576
1830,,,1,1,2,1,1,2,0,1115,0
1793,,,2,0,2,2,0,2,0,476,1
1831,,,1,1,2,1,1,2,0,1115,0
1832,,,105,84,189,105,84,189,0,1115,0.118294
1833,,,2,3,5,2,3,5,0,1115,0.333333
1834,,,2,3,5,2,3,5,0,1115,0.666667
1835,,,1,1,2,1,1,2,0,1115,0
1836,,,1,0,1,1,0,1,0,1083,0
1837,,,2,1,3,2,1,3,0,1115,0
1838,,,4,4,8,4,4,8,0,1115,0.333333
1810,,,311,404,715,311,404,715,0,1115,0.01787
1839,,,5,3,8,5,3,8,0,1115,0.15
1840,,,24,25,49,24,25,49,0,1115,0.053846
1841,,,1,1,2,1,1,2,0,1115,0
1842,,,3,3,6,3,3,6,0,1115,0.833333
1843,,,11,12,23,11,12,23,0,1115,0
1844,,,5,5,10,5,5,10,0,1115,0.1
1845,,,4,2,6,4,2,6,0,1115,0.25
1846,,,29,23,52,29,23,52,0,1115,0.115873
1847,,,2,1,3,2,1,3,0,1115,0
1719,,,10,7,17,10,7,17,0,1115,0.269231
1656,,,37,31,68,37,31,68,0,1115,0.171096
1848,,,1,2,3,1,2,3,0,1115,1
1849,,,5,6,11,5,6,11,0,1115,0
1850,,,28,16,44,28,16,44,0,1115,0.12069
1851,,,3,2,5,3,2,5,0,1115,0.166667
1852,,,1,1,2,1,1,2,0,1115,0
1853,,,3,2,5,3,2,5,0,1115,0.333333
1854,,,1,0,1,1,0,1,0,179,0
1855,,,3,0,3,3,0,3,0,225,0.333333
1856,,,3,1,4,3,1,4,0,1115,0.333333
1857,,,2,1,3,2,1,3,0,1115,0
1858,,,1,0,1,1,0,1,0,807,0
1859,,,11,12,23,11,12,23,0,1115,0.051282
1860,,,57,63,120,57,63,120,0,1115,0.098317
1861,,,2,1,3,2,1,3,0,1115,1
1862,,,2,0,2,2,0,2,0,247,1
1863,,,1,1,2,1,1,2,0,1115,0
1864,,,4,2,6,4,2,6,0,1115,0.083333
1865,,,1,1,2,1,1,2,0,1115,0
1867,,,2,1,3,2,1,3,0,1115,0
1866,,,1,1,2,1,1,2,0,1115,0
1868,,,1,1,2,1,1,2,0,1115,0
1869,,,1,1,2,1,1,2,0,1115,0
1870,,,1,0,1,1,0,1,0,406,0
1871,,,2,1,3,2,1,3,0,1115,1
1873,,,12,14,26,12,14,26,0,1115,0.17033
1874,,,1,1,2,1,1,2,0,1115,0
1875,,,1,1,2,1,1,2,0,1115,0
1876,,,7,9,16,7,9,16,0,1115,0.069444
1872,,,5,5,10,5,5,10,0,1115,0.45
1877,,,3,0,3,3,0,3,0,279,0.666667
1878,,,5,6,11,5,6,11,0,1115,0.190476
1879,,,5,5,10,5,5,10,0,1115,0.3
1880,,,3,3,6,3,3,6,0,1115,0.583333
1881,,,1,1,2,1,1,2,0,1115,0
1882,,,1,1,2,1,1,2,0,1115,0
1883,,,1,1,2,1,1,2,0,1115,0
1884,,,2,1,3,2,1,3,0,1115,0
1885,,,21,26,47,21,26,47,0,1115,0.129231
1886,,,5,7,12,5,7,12,0,1115,0.142857
1887,,,1,1,2,1,1,2,0,1115,0
1888,,,5,5,10,5,5,10,0,1115,0.65
1889,,,3,3,6,3,3,6,0,1115,0.333333
1891,,,1,1,2,1,1,2,0,1115,0
1892,,,5,5,10,5,5,10,0,1115,0.1
1894,,,6,6,12,6,6,12,0,1115,0.190476
1895,,,1,1,2,1,1,2,0,1115,0
1896,,,19,18,37,19,18,37,0,1115,0.121053
1897,,,1,1,2,1,1,2,0,1115,0
1898,,,2,2,4,2,2,4,0,1115,0
1899,,,132,138,270,132,138,270,0,1115,0.054625
1900,,,3,3,6,3,3,6,0,1115,0.333333
1901,,,2,1,3,2,1,3,0,1115,0
1902,,,2,2,4,2,2,4,0,1115,0
1903,,,1,1,2,1,1,2,0,1115,0
1904,,,1,1,2,1,1,2,0,1115,0
1905,,,14,16,30,14,16,30,0,1115,0.129167
1906,,,2,2,4,2,2,4,0,1115,0
1907,,,3,2,5,3,2,5,0,1115,0.666667
1908,,,1,1,2,1,1,2,0,1115,0
1909,,,1,2,3,1,2,3,0,1115,0
1910,,,1,1,2,1,1,2,0,1115,0
1911,,,6,4,10,6,4,10,0,1115,0.375
1913,,,2,1,3,2,1,3,0,1115,1
1914,,,1,0,1,1,0,1,0,79,0
1915,,,4,2,6,4,2,6,0,1115,0.333333
1916,,,26,28,54,26,28,54,0,1115,0.133598
1917,,,4,3,7,4,3,7,0,1115,0.5
1918,,,4,3,7,4,3,7,0,1115,0.666667
1919,,,11,10,21,11,10,21,0,1115,0.083333
1920,,,2,3,5,2,3,5,0,1115,0.166667
1921,,,38,40,78,38,40,78,0,1115,0.07378
1922,,,26,32,58,26,32,58,0,1115,0.114082
1923,,,5,5,10,5,5,10,0,1115,0.1
1924,,,1,1,2,1,1,2,0,1115,0
1925,,,1,1,2,1,1,2,0,1115,0
1926,,,1,0,1,1,0,1,0,1082,0
1927,,,1,1,2,1,1,2,0,1115,0
1912,,,15,15,30,15,15,30,0,1115,0.114286
1928,,,1,1,2,1,1,2,0,1115,0
1929,,,1,1,2,1,1,2,0,1115,0
1931,,,2,2,4,2,2,4,0,1115,0
1890,,,20,19,39,20,19,39,0,1115,0.314286
1930,,,1,2,3,1,2,3,0,1115,1
1932,,,1,0,1,1,0,1,0,400,0
1933,,,8,7,15,8,7,15,0,1115,0.138889
1934,,,2,3,5,2,3,5,0,1115,0
1935,,,1,1,2,1,1,2,0,1115,0
1936,,,3,3,6,3,3,6,0,1115,0.666667
1937,,,11,9,20,11,9,20,0,1115,0.356061
1940,,,3,3,6,3,3,6,0,1115,0.333333
1941,,,1,1,2,1,1,2,0,1115,0
1942,,,2,1,3,2,1,3,0,1115,0
1893,,,7,8,15,7,8,15,0,1115,0.071429
1943,,,2,2,4,2,2,4,0,1115,0
1944,,,3,5,8,3,5,8,0,1115,0.45
1945,,,2,1,3,2,1,3,0,1115,0
1946,,,5,5,10,5,5,10,0,1115,0.7
1947,,,19,8,27,19,8,27,0,1115,0.137427
1949,,,2,2,4,2,2,4,0,1115,0
1950,,,1,1,2,1,1,2,0,1115,0
1951,,,7,5,12,7,5,12,0,1115,0.261905
1952,,,1,1,2,1,1,2,0,1115,0
1953,,,165,169,334,165,169,334,0,1115,0.020151
1955,,,6,7,13,6,7,13,0,1115,0.071429
1956,,,7,2,9,7,2,9,0,1115,0.47619
1957,,,5,4,9,5,4,9,0,1115,0.25
1958,,,2,2,4,2,2,4,0,1115,1
1959,,,1,2,3,1,2,3,0,1115,1
1960,,,2,2,4,2,2,4,0,1115,1
1961,,,1,1,2,1,1,2,0,1115,0
1962,,,1,3,4,1,3,4,0,1115,0
1938,,,7,7,14,7,7,14,0,1115,0.238095
1963,,,1,0,1,1,0,1,0,409,0
1964,,,12,14,26,12,14,26,0,1115,0.203297
1965,,,1,1,2,1,1,2,0,1115,0
1966,,,3,2,5,3,2,5,0,1115,0
1967,,,29,49,78,29,49,78,0,1115,0.147347
1968,,,2,2,4,2,2,4,0,1115,0
1969,,,1,1,2,1,1,2,0,1115,0
1783,,,1,0,1,1,0,1,0,377,0
1970,,,2,1,3,2,1,3,0,1115,0
1971,,,10,14,24,10,14,24,0,1115,0.203297
1972,,,3,3,6,3,3,6,0,1115,0.333333
1973,,,6,5,11,6,5,11,0,1115,0.533333
1974,,,2,2,4,2,2,4,0,1115,1
1976,,,6,2,8,6,2,8,0,1115,0
1977,,,4,4,8,4,4,8,0,1115,0.333333
1978,,,4,4,8,4,4,8,0,1115,0.166667
1979,,,1,1,2,1,1,2,0,1115,0
1981,,,7,7,14,7,7,14,0,1115,0.238095
1982,,,1,2,3,1,2,3,0,1115,0
1983,,,1,0,1,1,0,1,0,1081,0
1984,,,4,6,10,4,6,10,0,1115,0.267857
1985,,,1,1,2,1,1,2,0,1115,0
1980,,,1,1,2,1,1,2,0,1115,0
1986,,,5,6,11,5,6,11,0,1115,0.066667
1987,,,1,1,2,1,1,2,0,1115,0
1988,,,3,2,5,3,2,5,0,1115,0.166667
1989,,,2,3,5,2,3,5,0,1115,1
1990,,,9,9,18,9,9,18,0,1115,0.222222
1991,,,20,16,36,20,16,36,0,1115,0.097619
1992,,,3,3,6,3,3,6,0,1115,0.333333
1993,,,4,4,8,4,4,8,0,1115,0.166667
1994,,,6,6,12,6,6,12,0,1115,0
1995,,,1,1,2,1,1,2,0,1115,0
3598,,,74,82,156,74,82,156,0,1115,0.078151
1997,,,10,11,21,10,11,21,0,1115,0.136364
1998,,,16,17,33,16,17,33,0,1115,0.158088
1999,,,1,1,2,1,1,2,0,1115,0
2000,,,3,2,5,3,2,5,0,1115,0
2001,,,1,1,2,1,1,2,0,1115,0
2002,,,4,3,7,4,3,7,0,1115,0.1
2004,,,10,8,18,10,8,18,0,1115,0.1
2005,,,1,0,1,1,0,1,0,1080,0
1815,,,24,45,69,24,45,69,0,1115,0.146939
2006,,,5,5,10,5,5,10,0,1115,0.3
2007,,,1,1,2,1,1,2,0,1115,0
2008,,,1,0,1,1,0,1,0,373,0
1948,,,35,28,63,35,28,63,0,1115,0.063415
2010,,,1,1,2,1,1,2,0,1115,0
2011,,,2,2,4,2,2,4,0,1115,0
